,类别,行政区,点评数,口味,环境,服务,人均消费
1031,啡厅,K,35.0,7.4,7.6,7.5,47.0
1032,浙菜,K,22.0,7.3,7.0,7.1,104.0
1035,川菜,K,70.0,7.4,7.0,7.3,42.0
1036,川菜,K,79.0,7.8,8.2,8.1,89.0
1042,火锅,K,27.0,7.9,7.8,7.9,83.0
1050,快餐,K,98.0,7.8,6.7,6.8,14.0
1052,快餐,K,8.0,7.1,7.1,7.4,18.0
1054,浙菜,K,32.0,7.2,7.2,7.3,71.0
1056,烧烤,K,39.0,7.5,7.1,7.5,40.0
1058,美食,K,31.0,6.6,6.6,6.6,22.0
1060,龙虾,K,1.0,7.0,7.0,7.0,43.0
1062,火锅,K,25.0,6.5,6.9,6.5,89.0
1065,火锅,K,8.0,7.4,7.3,7.4,56.0
1068,快餐,K,11.0,7.2,7.1,7.2,58.0
1069,甜点,K,48.0,7.6,7.6,7.8,88.0
1071,川菜,K,4361.0,8.8,8.2,8.4,76.0
1072,海鲜,K,171.0,9.1,9.2,9.1,249.0
1073,北菜,K,50.0,7.3,7.5,7.2,53.0
1076,湘菜,K,93.0,7.4,7.3,7.3,57.0
1077,川菜,K,16.0,7.8,7.7,7.7,100.0
1079,浙菜,K,283.0,8.1,7.4,7.3,61.0
1081,火锅,K,752.0,8.7,8.0,7.8,79.0
1082,甜点,K,44.0,7.1,7.2,7.1,41.0
1085,西餐,K,998.0,7.6,7.6,7.2,76.0
1086,浙菜,K,36.0,7.4,7.2,7.3,60.0
1087,浙菜,K,24.0,7.1,7.1,7.1,62.0
1089,浙菜,K,579.0,7.5,7.1,7.2,93.0
1090,浙菜,K,636.0,7.8,7.7,7.7,78.0
1091,火锅,K,505.0,8.8,8.7,8.2,82.0
1092,湘菜,K,595.0,7.8,7.9,7.7,58.0
1094,粤菜,K,44.0,7.3,7.0,7.3,49.0
1095,浙菜,K,89.0,7.9,7.5,7.3,100.0
1098,火锅,K,60.0,7.0,6.9,6.9,42.0
1099,快餐,K,115.0,7.1,6.9,6.7,17.0
1103,火锅,K,161.0,7.7,7.5,7.6,81.0
1104,快餐,M,117.0,6.9,6.4,6.7,8.0
1107,浙菜,K,60.0,6.8,7.0,6.9,68.0
1109,快餐,K,92.0,7.6,7.4,7.5,46.0
1113,快餐,K,2.0,7.3,7.2,7.2,19.0
1115,甜点,K,413.0,7.9,7.8,8.1,73.0
1121,快餐,K,30.0,7.3,7.2,7.3,18.0
1124,浙菜,K,175.0,8.1,8.0,8.1,84.0
1125,浙菜,K,422.0,8.3,7.0,7.1,61.0
1126,浙菜,K,90.0,6.6,6.7,6.7,115.0
1129,美食,K,166.0,7.6,7.7,7.7,64.0
1130,快餐,K,6.0,7.4,7.4,7.4,15.0
1131,海鲜,K,116.0,7.8,7.2,7.2,152.0
1134,啡厅,K,306.0,7.5,7.5,7.4,101.0
1136,啡厅,K,165.0,7.6,7.8,7.7,69.0
1138,浙菜,K,41.0,7.2,7.0,7.1,44.0
1140,海鲜,K,30.0,7.1,7.1,7.1,147.0
1143,美食,K,21.0,7.3,7.2,7.4,50.0
1144,浙菜,K,51.0,7.6,7.5,7.4,157.0
1145,浙菜,K,121.0,6.9,6.8,6.6,55.0
1146,烧烤,K,558.0,7.9,8.1,8.3,81.0
1148,啡厅,K,51.0,6.6,7.0,6.6,72.0
1149,啡厅,K,154.0,7.2,7.7,7.4,57.0
1150,浙菜,K,40.0,6.9,6.9,6.8,54.0
1153,西餐,K,61.0,7.2,7.6,7.0,36.0
1157,粤菜,K,30.0,6.7,8.3,7.6,54.0
1158,火锅,K,93.0,7.4,7.0,7.2,82.0
1160,美食,K,13.0,7.2,7.3,7.0,46.0
1163,海鲜,K,55.0,6.9,7.1,7.0,153.0
1167,啡厅,K,86.0,7.4,7.8,7.5,31.0
1169,烧烤,K,8.0,6.9,6.9,6.9,40.0
1170,甜点,K,2.0,7.2,7.1,7.1,10.0
1177,浙菜,K,408.0,7.7,8.0,7.5,87.0
1178,浙菜,K,39.0,7.8,8.4,8.1,91.0
1179,浙菜,K,122.0,6.5,6.9,6.8,72.0
1180,烧烤,K,327.0,7.2,7.6,7.6,83.0
1181,川菜,K,16.0,7.2,7.5,7.2,87.0
1182,粤菜,K,829.0,7.7,8.4,7.9,84.0
1183,火锅,K,290.0,7.6,7.8,7.6,134.0
1184,火锅,K,116.0,6.8,6.6,6.8,87.0
1185,火锅,K,65.0,7.2,7.4,7.4,68.0
1187,西餐,K,255.0,6.8,7.6,7.0,188.0
1188,快餐,K,133.0,7.2,7.3,6.8,27.0
1189,本菜,K,302.0,7.9,8.3,8.2,157.0
1190,本菜,K,57.0,7.0,7.3,7.3,118.0
1191,料理,K,643.0,8.7,9.0,9.0,101.0
1192,料理,K,482.0,7.9,8.1,8.1,79.0
1194,西餐,K,357.0,7.1,7.5,7.4,86.0
1196,甜点,K,166.0,8.4,8.4,8.2,18.0
1197,啡厅,K,52.0,7.5,8.1,8.0,43.0
1198,甜点,K,102.0,7.4,7.6,7.4,24.0
1201,海鲜,K,560.0,9.0,8.8,8.6,159.0
1202,海鲜,K,177.0,7.4,7.7,7.6,82.0
1205,北菜,K,398.0,7.0,7.4,6.9,78.0
1208,甜点,K,57.0,7.5,7.6,7.6,17.0
1211,湘菜,K,2.0,6.9,6.9,6.9,35.0
1212,浙菜,K,197.0,7.4,7.0,7.3,122.0
1213,快餐,K,28.0,7.6,7.7,7.6,40.0
1214,火锅,K,231.0,8.9,8.4,8.9,62.0
1218,烧烤,K,20.0,7.5,7.3,7.6,44.0
1219,浙菜,K,73.0,7.3,7.3,6.7,94.0
1229,浙菜,K,73.0,7.6,7.6,7.5,90.0
1231,浙菜,K,108.0,7.2,7.1,7.1,75.0
1232,浙菜,K,78.0,7.0,7.0,6.7,117.0
1233,美食,K,4.0,7.0,6.9,7.0,40.0
1235,浙菜,K,128.0,7.3,7.2,7.1,69.0
1239,快餐,K,829.0,7.6,7.6,7.6,27.0
1240,烧烤,K,3113.0,8.3,8.3,8.1,82.0
1242,川菜,K,3.0,7.2,7.1,7.2,47.0
1243,川菜,K,596.0,8.3,8.3,7.9,51.0
1244,火锅,K,394.0,7.4,7.3,7.3,67.0
1245,快餐,K,345.0,7.3,7.5,7.4,38.0
1247,西餐,K,180.0,7.6,7.3,7.3,38.0
1250,甜点,K,25.0,7.0,7.0,6.9,11.0
1258,浙菜,K,30.0,7.6,7.0,7.2,113.0
1259,常菜,K,22.0,7.6,7.4,7.5,60.0
1262,浙菜,K,41.0,8.4,8.2,8.4,94.0
1263,快餐,K,25.0,7.1,6.9,6.9,14.0
1270,浙菜,K,32.0,7.3,7.1,7.2,55.0
1271,西餐,K,2.0,6.9,6.9,6.9,65.0
1280,海鲜,K,16.0,7.0,7.1,7.0,76.0
1283,浙菜,K,38.0,7.7,7.5,7.6,78.0
1284,浙菜,K,43.0,7.5,7.2,7.3,73.0
1286,火锅,K,56.0,7.5,7.4,7.4,61.0
1287,快餐,K,30.0,7.1,7.1,7.2,18.0
1288,火锅,K,22.0,7.4,7.4,7.4,60.0
1292,浙菜,K,32.0,7.4,7.1,7.4,59.0
1293,火锅,K,65.0,7.8,7.2,7.1,115.0
1297,火锅,K,18.0,7.0,6.9,6.8,75.0
1303,浙菜,K,86.0,8.1,7.4,7.6,127.0
1305,北菜,K,25.0,6.7,6.8,7.1,36.0
1306,火锅,K,238.0,7.5,7.4,7.6,94.0
1312,火锅,K,80.0,8.3,8.4,8.3,84.0
1313,海鲜,K,77.0,7.6,7.5,7.6,84.0
1316,川菜,K,33.0,7.3,7.2,7.3,78.0
1317,浙菜,K,106.0,7.0,7.0,7.0,61.0
1318,美食,K,14.0,7.2,7.2,7.1,42.0
1321,川菜,K,48.0,7.5,7.5,7.6,53.0
1323,快餐,K,6.0,7.3,7.3,7.3,20.0
1325,浙菜,K,108.0,7.5,7.1,7.2,133.0
1326,本菜,K,159.0,7.6,8.2,8.2,249.0
1331,粤菜,K,2624.0,8.9,9.0,8.8,93.0
1332,川菜,K,2045.0,8.5,8.8,8.6,96.0
1333,本菜,K,4141.0,8.4,9.0,8.3,267.0
1334,料理,K,2961.0,9.0,9.0,9.0,116.0
1335,浙菜,K,92.0,7.4,7.8,7.1,78.0
1336,浙菜,K,275.0,8.1,7.9,8.0,132.0
1337,浙菜,K,189.0,7.4,7.8,7.7,133.0
1339,快餐,K,5.0,7.0,7.2,6.8,13.0
1344,浙菜,K,29.0,6.5,6.5,6.5,128.0
1347,浙菜,K,384.0,7.6,8.4,7.3,145.0
1348,浙菜,K,1160.0,7.8,7.7,7.4,100.0
1349,浙菜,K,12.0,7.2,7.4,7.4,43.0
1352,浙菜,K,36.0,6.8,7.1,7.0,56.0
1354,啡厅,K,137.0,7.5,7.6,7.6,86.0
1358,西餐,K,23.0,6.9,7.1,6.9,56.0
1359,火锅,K,120.0,7.8,7.3,7.6,111.0
1360,浙菜,K,102.0,7.7,8.1,7.8,63.0
1362,北菜,K,5.0,7.0,6.9,7.0,20.0
1363,浙菜,K,194.0,7.7,8.6,7.6,157.0
1365,火锅,K,66.0,7.6,7.6,7.6,92.0
1367,美食,K,1680.0,8.1,8.3,7.8,78.0
1374,美食,K,62.0,6.5,7.0,6.9,47.0
1375,料理,K,1.0,6.9,6.9,6.9,25.0
1377,美食,K,102.0,7.2,6.9,7.1,52.0
1381,西餐,K,16.0,6.7,7.1,7.0,42.0
1383,粤菜,K,78.0,7.2,7.5,7.4,200.0
1384,火锅,K,34.0,6.9,6.9,6.8,110.0
1385,助餐,K,659.0,7.9,8.6,8.4,185.0
1389,烧烤,K,883.0,7.5,7.9,7.7,207.0
1390,快餐,K,51.0,7.1,7.0,7.2,42.0
1395,湘菜,K,49.0,6.4,6.5,6.2,67.0
1397,浙菜,K,53.0,7.4,7.5,7.5,60.0
1398,浙菜,K,48.0,7.5,7.1,7.1,62.0
1400,烧烤,K,18.0,7.0,7.0,7.0,56.0
1401,湘菜,K,11.0,6.8,6.7,6.7,30.0
1404,火锅,K,448.0,7.1,7.3,7.1,117.0
1405,烧烤,K,1.0,7.3,7.1,7.3,60.0
1407,火锅,K,23.0,7.6,7.6,7.6,53.0
1411,快餐,K,16.0,7.3,7.1,7.3,36.0
1414,美食,K,13.0,7.3,7.3,7.3,51.0
1417,川菜,K,5.0,7.1,6.9,7.1,59.0
1419,快餐,K,35.0,7.3,7.2,7.3,11.0
1421,快餐,K,93.0,8.2,7.9,7.8,28.0
1423,快餐,K,148.0,7.9,7.7,7.8,14.0
1425,快餐,E,103.0,7.2,6.6,6.9,12.0
1426,快餐,K,420.0,7.5,6.2,6.6,18.0
1427,浙菜,F,2.0,6.9,6.9,6.9,15.0
1429,粤菜,K,2.0,7.0,7.0,7.0,50.0
1430,火锅,K,336.0,8.3,7.5,7.6,53.0
1431,浙菜,K,822.0,7.6,7.5,7.2,60.0
1432,啡厅,K,50.0,7.4,7.4,7.4,49.0
1435,湘菜,K,5.0,7.0,7.0,7.0,15.0
1436,浙菜,K,20.0,7.2,7.2,7.2,50.0
1437,火锅,K,91.0,7.1,6.8,7.0,104.0
1439,浙菜,K,564.0,8.0,8.4,8.3,68.0
1442,快餐,K,783.0,7.5,6.6,6.7,19.0
1444,快餐,K,6.0,7.3,6.6,7.0,18.0
1445,浙菜,K,25.0,6.7,7.0,6.7,55.0
1451,甜点,K,16.0,7.4,7.2,7.4,10.0
1460,甜点,K,104.0,8.1,8.4,8.4,20.0
1462,火锅,K,234.0,7.9,7.8,7.6,182.0
1463,海鲜,K,683.0,7.6,8.0,7.6,199.0
1467,快餐,K,5.0,6.6,6.6,6.6,17.0
1468,浙菜,K,220.0,8.2,8.8,7.9,121.0
1470,美食,K,21.0,6.9,6.8,6.8,59.0
1471,快餐,K,14.0,7.0,7.0,7.0,25.0
1473,川菜,K,151.0,7.1,7.4,7.3,66.0
1475,料理,K,1237.0,8.8,8.8,9.0,95.0
1476,海鲜,K,975.0,7.1,7.6,6.8,130.0
1479,啡厅,K,66.0,7.9,7.7,7.5,45.0
1481,浙菜,K,27.0,7.2,7.3,7.2,80.0
1483,湘菜,K,21.0,7.0,6.9,6.9,57.0
1486,美食,K,2.0,7.0,6.9,6.9,15.0
1488,快餐,K,1.0,7.0,7.0,7.0,15.0
1491,快餐,N,1.0,7.2,7.2,7.2,15.0
1498,甜点,K,141.0,7.8,8.2,7.7,25.0
1501,浙菜,K,9.0,7.0,6.9,6.9,61.0
1505,常菜,K,5.0,7.0,7.0,7.0,33.0
1511,快餐,K,44.0,8.2,8.0,8.0,30.0
1514,火锅,K,1648.0,9.0,7.9,8.2,131.0
1518,浙菜,K,533.0,7.4,8.4,8.0,164.0
1519,啡厅,K,78.0,7.7,7.7,7.6,41.0
1522,助餐,K,19.0,6.7,6.9,7.1,27.0
1524,美食,K,7.0,7.0,7.0,6.8,53.0
1525,火锅,K,1671.0,8.7,8.4,8.6,105.0
1526,浙菜,K,768.0,8.3,8.9,7.9,275.0
1528,甜点,K,57.0,8.0,8.1,7.6,36.0
1531,本菜,K,1650.0,8.5,8.6,8.6,102.0
1532,火锅,K,241.0,7.3,8.0,7.3,114.0
1533,西餐,K,54.0,8.5,8.7,8.7,48.0
1534,西餐,K,191.0,6.9,8.2,7.6,130.0
1535,烧烤,K,820.0,7.5,7.6,7.4,84.0
1536,烧烤,K,16.0,7.0,6.9,7.0,20.0
1537,助餐,K,60.0,6.5,6.6,6.4,62.0
1540,川菜,K,17.0,7.3,7.3,7.3,48.0
1541,快餐,K,90.0,8.4,8.5,8.5,22.0
1543,快餐,K,3.0,7.3,7.3,7.3,12.0
1544,快餐,K,27.0,6.7,6.6,6.7,13.0
1545,快餐,K,185.0,7.8,8.9,8.4,58.0
1546,火锅,K,143.0,7.1,7.2,7.2,98.0
1547,本菜,K,1077.0,7.7,7.9,7.9,81.0
1548,甜点,K,407.0,7.9,8.0,7.9,28.0
1549,美食,K,16.0,7.6,7.7,7.7,15.0
1554,美食,K,32.0,7.4,7.5,7.5,37.0
1555,火锅,K,99.0,7.6,7.7,7.4,43.0
1556,快餐,K,159.0,7.6,7.7,7.3,32.0
1558,浙菜,K,174.0,7.6,7.3,7.6,68.0
1559,川菜,K,664.0,7.3,7.2,7.1,68.0
1560,亚菜,K,1319.0,7.7,7.8,7.4,33.0
1561,啡厅,K,362.0,7.2,7.6,7.4,51.0
1563,快餐,K,29.0,7.4,7.5,7.5,50.0
1565,助餐,K,598.0,6.7,6.7,6.7,59.0
1566,啡厅,K,1120.0,7.8,8.1,7.9,51.0
1568,北菜,K,20.0,6.8,6.7,6.9,28.0
1570,西餐,K,44.0,7.2,7.3,7.3,15.0
1572,快餐,K,135.0,7.8,7.9,7.9,24.0
1573,西餐,K,254.0,8.3,9.1,9.0,103.0
1575,常菜,K,6.0,6.9,7.2,7.2,29.0
1576,快餐,K,386.0,7.5,7.3,7.2,41.0
1577,火锅,K,899.0,7.5,7.4,7.4,109.0
1578,本菜,K,250.0,8.4,8.2,8.4,94.0
1579,本菜,K,963.0,7.2,7.4,7.3,172.0
1580,料理,K,1626.0,7.1,7.3,7.1,81.0
1582,甜点,K,114.0,7.4,7.3,7.0,19.0
1583,快餐,K,122.0,7.5,7.5,7.5,30.0
1584,啡厅,K,7.0,6.9,6.9,6.9,24.0
1585,快餐,K,80.0,7.2,7.2,7.2,38.0
1586,湘菜,K,255.0,7.0,7.4,7.2,83.0
1589,快餐,K,79.0,7.2,7.2,7.3,23.0
1591,快餐,K,27.0,7.1,7.3,7.2,19.0
1593,甜点,K,42.0,8.2,8.5,8.2,28.0
1597,啡厅,K,36.0,7.9,7.9,7.6,43.0
1598,疆菜,K,234.0,8.3,8.2,8.2,89.0
1602,浙菜,K,1819.0,7.4,7.9,7.5,75.0
1603,火锅,K,487.0,8.0,8.3,8.0,77.0
1604,火锅,K,919.0,8.3,8.1,7.9,58.0
1605,本菜,K,258.0,7.2,7.5,7.0,46.0
1606,西餐,K,143.0,7.5,7.6,7.8,39.0
1607,甜点,K,16.0,7.8,7.6,7.7,19.0
1608,甜点,K,1797.0,8.1,8.0,7.8,16.0
1609,浙菜,J,1001.0,8.8,8.9,8.5,145.0
1610,火锅,K,246.0,6.7,6.2,6.4,45.0
1613,龙虾,K,24.0,6.9,6.8,6.9,88.0
1614,甜点,K,33.0,7.4,7.2,6.9,26.0
1617,川菜,K,77.0,6.7,6.8,6.8,80.0
1618,快餐,K,38.0,7.2,6.6,6.9,18.0
1622,川菜,K,17.0,6.9,7.0,6.9,82.0
1623,甜点,K,921.0,7.9,7.9,7.7,26.0
1625,火锅,K,3422.0,8.7,8.9,8.9,123.0
1626,浙菜,K,3335.0,8.4,8.2,7.9,76.0
1627,火锅,K,669.0,7.6,7.8,7.5,65.0
1628,西餐,K,1146.0,7.3,7.4,7.1,64.0
1631,川菜,K,748.0,8.8,8.6,8.5,72.0
1632,火锅,K,54.0,7.5,7.3,7.5,85.0
1633,美食,K,3.0,7.0,6.3,6.3,15.0
1634,浙菜,K,414.0,7.5,7.5,7.4,69.0
1635,火锅,K,78.0,6.8,7.1,7.0,53.0
1636,火锅,K,114.0,7.0,7.1,7.0,111.0
1638,西餐,K,789.0,7.5,7.7,7.3,83.0
1640,甜点,K,331.0,7.2,7.1,6.8,24.0
1642,火锅,K,1289.0,8.4,8.5,8.3,129.0
1643,浙菜,K,625.0,8.8,9.0,8.4,115.0
1644,浙菜,K,624.0,7.7,8.5,8.5,85.0
1645,浙菜,K,279.0,7.6,7.4,6.9,33.0
1646,川菜,K,422.0,8.4,9.0,8.7,95.0
1648,川菜,K,161.0,7.6,7.6,7.7,76.0
1649,川菜,K,335.0,7.2,7.5,7.4,84.0
1650,川菜,K,45.0,6.6,6.8,6.8,75.0
1651,川菜,K,30.0,7.0,7.0,7.0,29.0
1653,粤菜,K,558.0,7.8,8.0,7.7,83.0
1654,粤菜,K,404.0,7.0,7.5,7.2,80.0
1655,湘菜,K,420.0,8.3,8.7,8.3,93.0
1657,火锅,K,976.0,8.9,8.6,8.6,133.0
1658,火锅,K,230.0,7.5,7.7,7.5,138.0
1659,火锅,K,719.0,7.6,8.1,8.0,130.0
1660,火锅,K,102.0,8.0,7.7,7.4,33.0
1661,快餐,K,186.0,8.3,8.2,8.3,18.0
1662,快餐,K,206.0,8.1,8.4,8.3,35.0
1663,快餐,K,97.0,8.4,8.3,8.4,20.0
1664,快餐,K,131.0,7.3,7.6,7.5,47.0
1665,美食,K,100.0,7.3,7.9,7.6,47.0
1666,快餐,K,58.0,7.3,7.6,7.5,39.0
1667,快餐,K,64.0,7.3,7.8,7.4,36.0
1669,快餐,K,69.0,7.6,7.5,7.5,36.0
1670,快餐,K,52.0,7.7,7.9,7.7,91.0
1671,本菜,K,91.0,6.9,7.2,6.9,70.0
1673,本菜,K,190.0,6.8,7.2,6.9,49.0
1675,料理,K,130.0,6.3,6.8,6.5,52.0
1676,西餐,K,186.0,8.8,8.8,8.7,74.0
1677,西餐,K,153.0,8.2,8.3,8.3,74.0
1678,西餐,K,54.0,7.0,6.9,7.0,81.0
1679,甜点,K,168.0,8.0,8.0,7.9,27.0
1680,甜点,K,136.0,7.9,7.9,7.6,27.0
1681,甜点,K,128.0,7.8,7.9,7.9,21.0
1682,甜点,K,125.0,7.6,7.7,7.5,16.0
1683,甜点,K,66.0,7.6,7.7,7.4,33.0
1684,甜点,K,97.0,8.3,8.2,8.1,22.0
1685,甜点,K,80.0,7.7,8.0,8.2,21.0
1686,甜点,K,451.0,7.7,8.0,7.9,20.0
1687,甜点,K,43.0,7.7,7.8,7.9,25.0
1688,美食,K,496.0,8.4,9.0,8.7,85.0
1689,美食,K,299.0,7.3,7.7,7.7,53.0
1691,啡厅,K,43.0,7.8,8.0,7.8,46.0
1692,啡厅,K,50.0,7.5,7.6,7.7,20.0
1693,南菜,K,359.0,6.8,7.5,7.1,88.0
1694,海鲜,K,343.0,7.5,7.6,7.7,177.0
1695,烧烤,K,255.0,7.2,7.7,7.1,85.0
1697,北菜,K,413.0,9.0,9.1,9.1,90.0
1702,北菜,K,2.0,7.0,6.7,6.9,33.0
1707,快餐,F,68.0,7.4,7.3,7.2,18.0
1708,浙菜,K,101.0,7.7,7.4,7.4,83.0
1710,甜点,K,233.0,8.0,7.7,7.4,19.0
1711,甜点,J,13.0,7.6,7.6,7.6,25.0
1713,快餐,K,50.0,7.8,8.1,8.1,34.0
1714,美食,K,76.0,7.0,7.1,6.9,154.0
1716,啡厅,K,179.0,7.3,7.8,7.7,81.0
1718,粤菜,K,2.0,6.9,6.9,6.9,31.0
1721,甜点,K,233.0,7.4,7.4,7.2,29.0
1722,川菜,K,5.0,7.2,7.2,7.2,34.0
1723,甜点,K,56.0,7.4,7.3,7.3,33.0
1730,浙菜,K,223.0,7.5,7.5,7.6,65.0
1732,本菜,K,51.0,7.6,7.6,7.9,34.0
1733,湘菜,K,78.0,7.4,8.3,8.0,92.0
1737,甜点,K,457.0,8.5,8.7,8.4,63.0
1739,火锅,K,14.0,7.2,6.8,7.1,73.0
1740,川菜,K,40.0,7.0,6.9,6.8,48.0
1741,啡厅,K,63.0,7.5,7.8,7.3,42.0
1744,快餐,K,23.0,7.5,7.6,7.2,27.0
1745,北菜,K,347.0,8.4,8.4,7.7,119.0
1747,啡厅,K,185.0,7.9,8.5,8.0,70.0
1749,浙菜,K,20.0,7.7,7.6,7.6,29.0
1750,浙菜,K,317.0,7.7,8.0,7.8,140.0
1753,西餐,K,150.0,8.0,7.7,7.8,54.0
1755,美食,K,5.0,7.1,7.0,7.3,25.0
1758,烧烤,K,324.0,9.0,9.1,9.1,81.0
1759,粤菜,K,4.0,6.9,7.2,7.0,36.0
1760,快餐,K,353.0,7.4,7.0,7.1,71.0
1762,料理,K,227.0,8.2,7.9,8.3,78.0
1764,西餐,K,7.0,7.7,7.7,7.7,27.0
1769,啡厅,K,75.0,7.2,7.4,7.4,51.0
1770,西餐,K,470.0,8.3,8.5,8.3,68.0
1771,烧烤,K,54.0,7.5,7.3,7.5,149.0
1774,美食,K,1136.0,8.0,8.6,7.9,73.0
1776,湘菜,K,116.0,7.2,6.8,7.0,46.0
1779,甜点,K,172.0,8.3,8.5,8.2,25.0
1780,湘菜,K,71.0,7.3,7.3,7.3,66.0
1782,浙菜,K,305.0,8.7,9.0,8.6,126.0
1784,浙菜,K,16.0,7.6,7.4,7.3,59.0
1788,海鲜,K,57.0,7.3,7.5,7.4,75.0
1790,海鲜,K,107.0,7.8,7.6,7.9,161.0
1791,浙菜,K,511.0,7.8,7.8,7.4,111.0
1792,川菜,K,49.0,6.9,7.1,7.0,19.0
1794,甜点,K,310.0,7.8,8.2,8.0,30.0
1797,川菜,K,1595.0,8.4,8.6,8.5,89.0
1798,川菜,K,38.0,6.6,6.7,6.6,85.0
1799,粤菜,K,115.0,7.3,7.9,7.8,40.0
1800,湘菜,K,12.0,7.0,7.0,7.0,25.0
1801,北菜,K,68.0,8.2,8.4,8.2,33.0
1802,助餐,K,73.0,7.0,7.4,7.2,49.0
1803,火锅,K,146.0,7.1,6.9,7.3,48.0
1805,快餐,K,139.0,7.5,7.7,7.2,28.0
1806,快餐,K,164.0,7.6,7.4,7.5,18.0
1807,快餐,K,47.0,7.3,7.2,7.2,28.0
1808,本菜,K,109.0,7.6,7.6,7.7,83.0
1810,料理,K,670.0,7.7,8.0,8.2,69.0
1811,亚菜,K,96.0,7.2,7.4,7.5,42.0
1812,西餐,K,340.0,8.3,8.0,8.1,74.0
1813,西餐,K,180.0,7.9,8.5,7.8,74.0
1814,西餐,K,854.0,6.7,7.3,7.2,89.0
1815,甜点,K,245.0,7.8,7.9,7.5,17.0
1816,甜点,K,102.0,7.6,7.7,7.3,16.0
1820,川菜,K,777.0,8.3,8.1,7.5,80.0
1821,快餐,K,34.0,7.2,7.1,7.3,14.0
1831,浙菜,K,140.0,7.5,7.6,7.4,86.0
1832,西餐,K,27.0,7.4,7.4,7.4,40.0
1833,火锅,K,75.0,7.4,6.6,6.9,102.0
1839,湘菜,K,4.0,6.9,6.9,6.9,63.0
1840,快餐,K,64.0,7.7,7.5,7.4,37.0
1841,粤菜,K,42.0,7.8,8.6,8.1,36.0
1846,西餐,Q,2146.0,8.4,8.6,7.9,157.0
1847,南菜,Q,353.0,7.3,6.8,7.2,97.0
1849,美食,K,27.0,7.3,7.1,7.2,56.0
1850,川菜,K,544.0,8.1,7.5,7.6,68.0
1851,美食,K,187.0,8.2,7.8,7.6,60.0
1853,湾菜,K,93.0,7.7,7.6,7.7,30.0
1854,川菜,K,511.0,8.7,8.7,8.7,61.0
1855,本菜,K,100.0,7.4,7.4,7.4,57.0
1857,海鲜,K,86.0,7.3,7.1,7.4,62.0
1859,浙菜,K,55.0,6.8,7.0,6.9,50.0
1860,西餐,K,34.0,7.3,7.4,7.1,21.0
1862,北菜,K,8.0,7.2,7.1,7.0,30.0
1865,浙菜,K,214.0,7.3,7.3,7.3,95.0
1866,火锅,K,763.0,8.1,8.5,7.7,149.0
1867,浙菜,K,245.0,8.2,6.2,7.3,64.0
1868,烧烤,K,14.0,6.9,6.9,6.8,47.0
1871,烧烤,K,9.0,7.3,6.9,7.0,44.0
1875,甜点,K,1306.0,8.7,8.9,8.4,34.0
1877,北菜,K,5.0,7.2,7.2,7.2,18.0
1881,浙菜,K,656.0,7.2,7.3,6.8,85.0
1883,浙菜,K,129.0,7.3,7.3,7.1,134.0
1884,浙菜,K,244.0,7.8,7.7,7.6,102.0
1886,川菜,K,148.0,7.3,7.3,7.2,57.0
1888,啡厅,K,45.0,8.0,8.0,8.0,45.0
1889,湘菜,K,191.0,8.1,8.2,8.0,69.0
1890,川菜,K,4.0,7.0,6.9,7.0,45.0
1891,西餐,K,47.0,7.2,7.3,7.4,32.0
1893,火锅,K,356.0,7.1,6.7,6.2,75.0
1894,西菜,K,15.0,6.9,7.1,6.6,72.0
1895,火锅,K,77.0,7.9,8.1,7.9,96.0
1896,快餐,K,15.0,7.3,7.0,7.0,16.0
1897,川菜,K,17.0,7.5,7.2,7.5,36.0
1898,浙菜,K,35.0,7.7,7.6,7.9,109.0
1900,湘菜,K,1.0,7.2,7.2,7.2,40.0
1901,快餐,K,27.0,7.8,7.6,7.9,42.0
1902,火锅,K,358.0,7.0,7.0,6.9,82.0
1904,川菜,K,43.0,7.0,6.7,6.8,65.0
1906,龙虾,K,736.0,7.0,6.5,6.5,92.0
1910,火锅,K,173.0,8.4,8.5,8.7,97.0
1912,火锅,K,226.0,8.8,8.0,8.9,76.0
1913,火锅,K,273.0,8.3,8.2,8.2,103.0
1914,湘菜,K,68.0,8.2,8.1,8.2,89.0
1916,浙菜,K,399.0,7.4,7.2,7.2,74.0
1917,快餐,K,79.0,7.6,7.3,7.4,20.0
1919,快餐,K,21.0,7.1,7.2,7.3,19.0
1921,川菜,K,46.0,7.0,6.9,6.9,43.0
1922,火锅,K,228.0,7.3,6.8,7.0,74.0
1925,啡厅,K,44.0,7.6,7.5,7.5,34.0
1930,北菜,K,558.0,7.6,7.5,7.1,127.0
1933,川菜,K,1.0,6.9,6.9,6.9,30.0
1937,火锅,K,304.0,7.5,7.6,7.3,150.0
1938,快餐,K,31.0,7.2,7.4,7.7,17.0
1941,火锅,K,100.0,8.0,7.7,8.1,54.0
1946,粤菜,K,7.0,6.7,6.7,6.7,28.0
1947,浙菜,K,427.0,7.9,7.8,7.4,58.0
1950,川菜,K,25.0,7.1,7.0,7.2,61.0
1953,烧烤,K,1725.0,9.1,7.7,8.3,193.0
1958,火锅,K,31.0,7.9,7.6,8.1,93.0
1959,龙虾,K,48.0,7.3,7.0,7.2,69.0
1961,烧烤,K,982.0,7.6,7.5,7.5,87.0
1963,川菜,K,287.0,7.7,7.6,7.4,76.0
1964,料理,K,60.0,7.2,7.1,7.1,47.0
